ville;city;Madrid est une ville.;21/03/2022;6;2,6;109;10;lecture1;name;-
vivre, vivent;viure;ce sont des gens qui vivent autour d'une unité commune;17/12/2021;6;2,1;42;10;lecture3;verb;-
vue;vista;Est-il plus facile de trouver sa nourriture par la vue ou par l'ouïe?;16/12/2021;6;2,1;42;10;lecture2;name;-
vécues;vivides;Il faut avoir des éxperiences vécues pour avoir des souvenirs;16/12/2021;6;2,1;42;10;lecture2;adjective;-
vêtements;roba;Commandez vos vêtements avec des déchirures...;06/12/2021;5;2,5;43;10;lecture1;name;-
À la fois;at the same time;Elle sortait avec toutes ces personnes à la fois.;21/03/2022;6;2,6;109;10;lecture1;adverb;-
À la prochain;adeu;À la prochain, au revoir;01/01/2022;6;1,98;34;10;lecture1;idiom;-
À plus;adeu;À plus, au revoir;05/12/2021;0;1,3;2;1;lecture1;idiom;-
Ça ne me plaît pas;Aixó no m'agrada;L'événement était vraiment dégoûtant, ça ne me plaît pas;28/12/2021;6;1,9;30;10;lecture8;idiom;-
Échelle;Escala;Je prends une échelle pour cueillir les fruits dans les arbres;01/01/2022;6;1,98;34;10;lecture6;name;-
Épanoui, Épanouit;Sentirse be;Sa nouvelle passion l'épanouit;14/12/2021;5;1,8;16;10;lecture4;verb;-
Épanouissement;Realizació;Depuis qu'elle vit à la campagne son épanouissement est total;07/01/2022;6;2,1;42;10;lecture6;name;-
Étendre, Étend;Extend;Dans l'hémisphère nord le printemps s'étend de mars à juin;06/12/2021;5;1,8;16;10;mine;verb;-
Événement;Event;Le journaliste a fait le résumé des événements de la journée;23/12/2021;6;2,1;42;10;lecture4;name;-
Éxperience;experiencia;Il faut avoir des éxperiences vécues pour avoir des souvenirs;11/12/2021;4;1,7;9;7;lecture2;name;-
Être au chômage, Sont au chômage;Estar al paro;L'entreprise a fait failite, alors les employés sont au chômage;24/12/2021;6;2;34;10;lecture6;idiom;-
Être fier de, est fière d;Estar orgullós de;Elle est fière d'avoir réussi son examen;19/12/2021;6;1,8;29;10;lecture6;verb;-
Être prêt à, Sont Prêtes à;estan llestes per;Nos framboises sont prêtes à être cueillies;28/12/2021;6;1,9;30;10;lecture8;prep verb;-
à portée;al alcance;Il ne faut pas laisser les produits ménagers à portée des enfants;05/12/2021;2;1,5;3;3;mine;adverb;-
écouter, écoute;escoltar;J'écoute de la musique dans ma voiture.;10/12/2021;6;1,98;34;10;lecture3;verb;-
écrivain;escriptor;Les écrivains célèbres vendent beaucoup de livres.;16/12/2021;6;2,1;42;10;lecture2;name;-
édit;edicte;L'Édit de Nantes était un exemple de tolérance religieuse.;12/12/2021;4;1,9;10;8;mine;name;-
élevage;ganaderia;Patricia a un grand élevage de poules.;08/12/2021;3;1,6;5;5;homework;name;-
éleveur;ganadero;L'éleveur achète des veaux très jeunes, puis les engraisse et les revend.;07/12/2021;3;1,6;5;5;homework;name;-
élevé;elevat;Le clocher de l'église est très élevé.;12/12/2021;4;1,9;10;8;homework;name;-
émotions;emocions;Elle affecte notre comportement, l'humeur et les émotions;11/02/2022;7;2,1;71;10;lecture2;name;-
émouvant, émouvante;emotiva;Sa lettre de remerciement est émouvante.;05/12/2021;0;1,3;2;1;lecture15;verb;-
énervé;molest;Il est énervé par le bruit incessant du marteau-piqueur.;07/12/2021;3;1,6;5;5;lecture15;name;-
énnemi, ennemies;enemigues;"	Les nations ennemies se font souvent la guerre.";12/12/2021;4;1,9;10;8;lecture12;name;-
éprouver, éprouve;experimenta;Elle éprouve toujours des difficultés à savoir comment écrire ce mot.;05/12/2021;0;1,3;2;1;lecture15;verb;-
éveiller;despertar;Il ne faut pas éveiller les somnambules.;05/12/2021;2;1,4;3;3;lecture15;verb;-
évoluer, évolue;evolucionar;La société évolue à un rythme sans précédent.;13/01/2022;7;1,9;48;10;lecture2;verb;-
évoquer, évoque;evocar;Ce film m'évoque toujours des souvenirs de jeunesse.;17/12/2021;6;2,1;42;10;lecture3;verb;-
être habilles en, est habillé en;vesteix;il est habillé en super-héros;05/12/2021;4;1,7;9;7;lecture3;verb;-
être licencié;despedit;Le travailleur peut être licencié pour un motif légitime prévu par la loi et dûment vérifié;12/12/2021;7;1,8;31;10;lecture3;adjective;-
être viré, sera viré;será transferit;le montant sera viré sur votre compte dans quelques jours;06/12/2021;2;1,5;3;3;mine;verb;-
être viré, seré viré;despedit;Je seré viré du travail parce qu'il n'y a pas d'argent;07/12/2021;3;1,6;5;5;lecture3;adjective;-
